transaction_id,customer_id,timestamp,amount,location,device,is_fraud
T_1000041,C_00744,2024-07-31 05:33:03.681803,143.78,Mumbai,Mobile,0
T_1000042,C_00408,2024-10-07 15:02:55.355547,126.06,Mumbai,Mobile,0
T_1000043,C_00466,2024-10-05 11:46:55.005480,96.7,Unknown,Desktop,0
T_1000044,C_00726,2024-01-14 03:19:51.805585,289.4,Mumbai,Desktop,0
T_1000045,C_00401,2024-04-18 10:43:44.624019,15.05,New York,Desktop,0
T_1000046,C_00387,2024-05-14 03:50:21.191830,186.76,San Francisco,Desktop,0
T_1000047,C_00566,2024-03-11 09:49:46.510112,39.11,New York,Mobile,0
T_1000048,C_00317,2024-05-19 15:54:46.301751,121.82,San Francisco,Desktop,0
T_1000049,C_00381,2024-06-17 11:05:19.573994,106.56,San Francisco,Mobile,0
T_1000050,C_00933,2024-12-24 03:39:40.605360,860.87,Unknown,Tablet,1
T_1000051,C_00701,2024-11-25 03:12:10.837886,208.4,San Francisco,Tablet,0
T_1000052,C_00410,2024-03-19 06:06:54.255641,208.04,London,Desktop,0
T_1000053,C_00335,2024-12-29 06:39:09.057750,1016.69,Unknown,Mobile,1
T_1000054,C_00265,2024-04-19 15:40:07.247681,106.01,Mumbai,Tablet,0
T_1000055,C_00270,2024-07-02 17:13:54.126947,62.33,San Francisco,Tablet,0
T_1000056,C_00136,2024-01-13 23:16:55.244676,297.12,San Francisco,Desktop,0
T_1000057,C_00882,2024-02-06 15:42:46.886945,99.52,Unknown,Mobile,0
T_1000058,C_00235,2024-12-14 11:17:41.566219,137.83,Mumbai,Tablet,0
T_1000059,C_00498,2024-07-05 02:39:30.526668,1728.18,London,Desktop,1
T_1000060,C_00272,2024-11-07 00:44:32.052442,296.5,Unknown,Tablet,0
T_1000061,C_00442,2024-10-27 09:07:00.922190,173.21,Unknown,Tablet,1
T_1000062,C_00725,2024-08-29 15:22:07.163701,120.91,New York,Desktop,0
T_1000063,C_00726,2024-12-16 08:34:16.927864,59.71,Mumbai,Mobile,0
T_1000064,C_00482,2024-04-06 20:47:49.965462,77.33,London,Tablet,0
T_1000065,C_00263,2024-01-24 07:46:03.869888,140.48,Mumbai,Desktop,0
T_1000066,C_00378,2024-09-26 11:12:13.233445,2901.27,Tokyo,Tablet,1
T_1000067,C_00323,2024-02-08 08:36:49.142968,202.46,Mumbai,Desktop,0
T_1000068,C_00193,2024-06-02 16:03:52.796528,3538.36,San Francisco,Desktop,1
T_1000069,C_00261,2024-12-06 13:04:30.508128,289.21,Unknown,Mobile,0
T_1000070,C_00947,2024-01-05 15:34:20.718767,21.83,San Francisco,Desktop,0
T_1000071,C_00266,2024-04-19 11:20:55.664738,31.34,London,Tablet,0
T_1000072,C_00391,2024-08-11 17:40:54.416657,141.75,San Francisco,Desktop,0
T_1000073,C_00840,2024-01-26 10:05:38.525548,112.23,London,Desktop,0
T_1000074,C_00995,2024-09-10 06:09:54.861787,160.26,New York,Desktop,0
T_1000075,C_00131,2024-05-19 08:01:08.873894,19.07,Mumbai,Tablet,0
T_1000076,C_00687,2024-11-20 01:34:02.242436,28.78,Mumbai,Desktop,0
T_1000077,C_00790,2024-06-16 15:15:22.478864,225.49,London,Desktop,0
T_1000078,C_00396,2024-10-26 01:53:05.698969,188.84,Tokyo,Mobile,0
T_1000079,C_00506,2024-12-12 08:28:09.397276,103.83,Unknown,Mobile,0
T_1000080,C_00482,2024-04-22 04:09:24.156506,298.58,London,Mobile,0
T_1000081,C_00541,2024-01-08 00:58:28.094857,210.86,London,Desktop,0
T_1000082,C_00147,2024-05-25 16:24:07.418711,92.01,Mumbai,Desktop,0
T_1000083,C_00133,2024-05-24 08:14:36.322129,105.0,Unknown,Tablet,0
T_1000084,C_00870,2024-04-06 12:04:50.240270,93.95,Mumbai,Desktop,0
T_1000085,C_00228,2024-05-25 02:55:44.970483,113.76,Unknown,Desktop,0
T_1000086,C_00256,2024-05-05 02:06:39.039337,47.59,London,Desktop,0
T_1000087,C_00519,2024-10-09 07:29:11.322482,4914.33,London,Mobile,1
T_1000088,C_00463,2024-08-08 06:37:44.651312,15.69,Tokyo,Tablet,0
T_1000089,C_00487,2024-12-08 16:08:49.851564,6.04,New York,Desktop,0
T_1000090,C_00939,2024-07-08 00:21:45.222098,236.77,Tokyo,Mobile,0
T_1000091,C_00659,2024-08-21 21:03:07.173089,41.3,Mumbai,Mobile,0
T_1000092,C_00983,2024-06-27 09:20:09.474952,744.04,Unknown,Emulator,1
T_1000093,C_00682,2024-08-13 21:55:41.343185,179.5,Unknown,Tablet,0
T_1000094,C_00498,2024-10-01 11:11:55.701912,56.53,San Francisco,Desktop,0
T_1000095,C_00931,2024-05-29 11:41:13.677262,296.91,Tokyo,Tablet,0
T_1000096,C_00352,2024-12-13 11:59:35.432076,177.31,San Francisco,Tablet,0
T_1000097,C_00767,2024-08-10 17:16:30.683050,189.6,Mumbai,Desktop,0
T_1000098,C_00613,2024-10-03 04:49:19.422949,186.91,New York,Mobile,0
T_1000099,C_00309,2024-11-17 19:28:16.597215,165.33,New York,Mobile,0
T_1000100,C_00067,2024-01-11 20:33:30.767368,148.83,New York,Mobile,0
T_1000101,C_00662,2024-08-12 08:52:00.552783,191.72,Unknown,Mobile,0
T_1000102,C_00462,2024-04-11 13:52:25.286980,292.92,Unknown,Mobile,0
T_1000103,C_00323,2024-02-27 13:02:20.066654,91.42,Unknown,Tablet,0
T_1000104,C_00818,2024-05-22 23:54:04.219561,117.71,San Francisco,Desktop,0
T_1000105,C_00246,2024-10-09 23:35:24.361903,63.76,Mumbai,Tablet,0
T_1000106,C_00729,2024-03-25 05:23:41.522355,179.31,San Francisco,Desktop,0
T_1000107,C_00726,2024-04-09 16:12:01.593011,259.68,London,Tablet,0
T_1000108,C_00362,2024-01-18 20:14:02.376576,141.99,San Francisco,Mobile,0
T_1000109,C_00586,2024-06-29 20:33:58.984285,148.61,Tokyo,Tablet,0
T_1000110,C_00047,2024-03-11 13:24:53.455734,188.86,New York,Desktop,0
T_1000111,C_00551,2024-08-03 14:50:47.438810,164.75,London,Desktop,0
T_1000112,C_00693,2024-09-29 16:24:35.848592,178.45,New York,Desktop,0
T_1000113,C_00642,2024-03-17 08:43:07.702102,51.65,San Francisco,Tablet,0
T_1000114,C_00647,2024-03-10 23:58:27.558930,216.45,Unknown,Tablet,0
T_1000115,C_00186,2024-03-17 07:58:45.213343,4293.05,London,Mobile,1
T_1000116,C_00403,2024-06-09 00:25:03.537260,299.67,London,Mobile,0
T_1000117,C_00120,2024-06-13 13:48:16.070249,243.76,Tokyo,Desktop,0
T_1000118,C_00333,2024-11-22 06:56:03.689573,226.13,Tokyo,Mobile,0
T_1000119,C_00701,2024-01-02 09:40:52.522265,243.88,New York,Mobile,0
T_1000120,C_00730,2024-03-29 11:46:00.792718,279.43,London,Tablet,0
T_1000121,C_00551,2024-10-27 04:38:38.180763,198.99,Unknown,Desktop,0
T_1000122,C_00154,2024-11-18 21:22:06.049811,275.52,Tokyo,Emulator,1
T_1000123,C_00752,2024-11-13 01:52:32.227600,3357.92,San Francisco,Mobile,1
T_1000124,C_00860,2024-09-29 12:17:01.176267,192.95,San Francisco,Mobile,0
T_1000125,C_00760,2024-12-21 02:16:34.588391,202.88,Mumbai,Desktop,0
T_1000126,C_00063,2024-01-26 18:46:47.951519,292.18,Unknown,Mobile,0
T_1000127,C_00313,2024-01-04 20:57:16.497050,256.43,San Francisco,Tablet,0
T_1000128,C_00981,2024-01-31 19:32:24.879912,287.88,San Francisco,Tablet,0
T_1000129,C_00551,2024-05-24 13:15:48.003412,37.39,San Francisco,Tablet,0
T_1000130,C_00473,2024-10-25 10:27:49.238179,45.96,Unknown,Mobile,0
T_1000131,C_00528,2024-06-28 12:08:46.467783,51.29,London,Tablet,0
T_1000132,C_00985,2024-10-30 01:36:28.745831,51.99,San Francisco,Desktop,0
T_1000133,C_00528,2024-02-19 09:11:40.579544,169.76,London,Tablet,0
T_1000134,C_00518,2024-07-01 18:14:19.688703,102.84,Tokyo,Tablet,0
T_1000135,C_00783,2024-09-27 20:55:27.247098,10.85,Tokyo,Tablet,0
T_1000136,C_00786,2024-01-14 23:36:43.587215,160.08,Tokyo,Desktop,0
T_1000137,C_00751,2024-12-15 18:53:38.639742,1445.57,Unknown,Mobile,1
T_1000138,C_00838,2024-07-03 01:07:20.221742,42.81,Mumbai,Tablet,0
T_1000139,C_00465,2024-01-04 19:35:25.587988,242.75,Tokyo,Mobile,0
T_1000140,C_00814,2024-09-21 07:03:22.241768,530.38,Mumbai,Emulator,1
T_1000141,C_00255,2024-02-13 02:01:27.798103,139.47,Tokyo,Emulator,1
T_1000142,C_00095,2024-01-03 07:59:21.385334,37.41,London,Mobile,0
T_1000143,C_00245,2024-08-18 01:40:30.724323,72.58,Unknown,Mobile,0
T_1000144,C_00818,2024-01-04 20:49:44.393273,174.92,San Francisco,Desktop,0
T_1000145,C_00189,2024-04-03 22:12:43.576891,214.76,Tokyo,Tablet,0
T_1000146,C_00257,2024-03-02 15:28:11.369530,58.59,New York,Desktop,0
T_1000147,C_00277,2024-08-12 03:16:55.131815,119.14,London,Mobile,0
T_1000148,C_00302,2024-05-27 17:11:29.379820,285.58,Tokyo,Tablet,0
T_1000149,C_00528,2024-01-04 03:01:05.340068,192.74,San Francisco,Tablet,0
T_1000150,C_00206,2024-03-01 21:18:14.586204,1017.26,Mumbai,Desktop,1
T_1000151,C_00317,2024-02-05 17:48:37.610159,240.14,London,Desktop,0
T_1000152,C_00322,2024-06-10 12:42:59.690303,141.65,San Francisco,Desktop,0
T_1000153,C_00097,2024-06-10 09:09:53.320151,101.07,Unknown,Tablet,0
T_1000154,C_00192,2024-04-04 09:37:48.813638,209.29,Tokyo,Tablet,0
T_1000155,C_00460,2024-05-03 00:56:14.260825,57.3,London,Mobile,0
T_1000156,C_00933,2024-01-01 23:33:36.585747,197.61,New York,Desktop,0
T_1000157,C_00058,2024-09-01 13:41:15.270170,167.27,New York,Tablet,0
T_1000158,C_00601,2024-10-28 21:35:40.451507,155.86,San Francisco,Mobile,0
T_1000159,C_00482,2024-01-18 12:16:14.661400,130.49,London,Desktop,0
T_1000160,C_00262,2024-08-26 17:17:08.036829,16.88,Tokyo,Desktop,0
T_1000161,C_00169,2024-07-14 16:56:31.042847,213.92,San Francisco,Desktop,0
T_1000162,C_00151,2024-07-19 01:14:37.261261,167.21,London,Tablet,0
T_1000163,C_00779,2024-06-14 17:40:53.909978,16.77,San Francisco,Tablet,0
T_1000164,C_00870,2024-06-07 15:24:39.962094,173.29,New York,Tablet,0
T_1000165,C_00431,2024-05-12 17:57:40.459442,241.55,Mumbai,Mobile,0
T_1000166,C_00089,2024-11-23 08:33:35.606412,42.71,Tokyo,Tablet,0
T_1000167,C_00474,2024-05-06 21:09:24.461409,186.83,Unknown,Mobile,0
T_1000168,C_00999,2024-08-16 14:45:23.487071,249.14,Mumbai,Desktop,0
T_1000169,C_00002,2024-02-03 01:40:02.794937,263.19,London,Desktop,0
T_1000170,C_00241,2024-03-31 03:54:07.042974,73.08,London,Tablet,0
T_1000171,C_00139,2024-12-05 18:39:11.889627,219.88,Mumbai,Mobile,0
T_1000172,C_00340,2024-10-17 13:25:48.546624,795.82,Mumbai,Emulator,1
T_1000173,C_00992,2024-10-16 02:42:38.928897,143.72,London,Tablet,0
T_1000174,C_00203,2024-01-09 19:32:54.562421,159.61,London,Tablet,0
T_1000175,C_00503,2024-12-16 23:24:09.009530,282.89,San Francisco,Tablet,0
T_1000176,C_00180,2024-06-24 13:34:45.309657,158.13,San Francisco,Desktop,0
T_1000177,C_00637,2024-06-14 18:30:19.376543,935.55,Unknown,Tablet,1
T_1000178,C_00342,2024-03-03 19:46:56.664461,39.3,Tokyo,Desktop,0
T_1000179,C_00871,2024-06-17 09:12:36.541111,85.88,New York,Desktop,0
T_1000180,C_00439,2024-02-03 11:57:55.680958,45.31,San Francisco,Desktop,0
T_1000181,C_00832,2024-02-10 03:07:01.413996,18.35,San Francisco,Desktop,0
T_1000182,C_00475,2024-08-27 18:28:43.887333,275.42,New York,Mobile,0
T_1000183,C_00012,2024-02-21 09:41:37.775235,71.26,San Francisco,Desktop,0
T_1000184,C_00771,2024-03-10 23:31:53.753950,297.29,Unknown,Desktop,0
T_1000185,C_00668,2024-11-02 14:46:13.010465,196.04,Unknown,Desktop,1
T_1000186,C_00872,2024-05-07 22:53:40.393667,196.31,San Francisco,Mobile,0
T_1000187,C_00376,2024-07-06 10:13:52.062436,183.24,Tokyo,Mobile,0
T_1000188,C_00074,2024-09-22 04:27:45.946218,172.77,Tokyo,Desktop,0
T_1000189,C_00472,2024-12-23 03:48:13.737675,1104.88,Unknown,Mobile,1
T_1000190,C_00659,2024-07-16 17:19:38.893760,114.26,London,Mobile,0
T_1000191,C_00403,2024-01-25 03:46:08.661488,159.37,London,Tablet,0
T_1000192,C_00082,2024-04-04 05:00:58.990407,226.27,London,Mobile,0
T_1000193,C_00941,2024-08-22 11:52:44.414236,274.47,Unknown,Desktop,0
T_1000194,C_00708,2024-10-07 15:17:33.789325,268.07,London,Desktop,0
T_1000195,C_00116,2024-08-11 04:55:56.012607,241.9,San Francisco,Desktop,0
T_1000196,C_00989,2024-07-21 12:40:55.055230,46.5,Tokyo,Mobile,0
T_1000197,C_00649,2024-12-09 20:45:13.489522,51.75,New York,Desktop,0
T_1000198,C_00404,2024-08-06 21:31:54.277557,87.04,Tokyo,Tablet,0
T_1000199,C_00019,2024-12-11 18:29:46.611480,90.68,London,Mobile,0
T_1000200,C_00511,2024-11-01 10:21:24.942818,15.38,Tokyo,Desktop,0
T_1000201,C_00020,2024-01-21 13:28:01.788796,281.78,London,Desktop,0
T_1000202,C_00598,2024-03-24 07:41:01.993480,171.4,Tokyo,Mobile,0
T_1000203,C_00127,2024-01-10 01:47:22.006094,112.47,San Francisco,Desktop,0
T_1000204,C_00593,2024-12-25 19:49:38.600091,27.89,Unknown,Mobile,0
T_1000205,C_00171,2024-02-22 12:43:50.168360,231.89,New York,Mobile,0
T_1000206,C_00891,2024-12-16 11:09:55.577105,654.34,Unknown,Desktop,1
T_1000207,C_00875,2024-07-04 10:51:04.644521,190.47,Unknown,Mobile,0
T_1000208,C_00223,2024-07-11 03:32:33.132839,128.04,London,Mobile,0
T_1000209,C_00658,2024-09-03 22:39:20.626542,294.86,Unknown,Desktop,1
T_1000210,C_00027,2024-10-30 07:33:18.662079,219.79,Mumbai,Mobile,0
T_1000211,C_00625,2024-01-04 07:10:08.976290,177.98,Mumbai,Desktop,0
T_1000212,C_00039,2024-12-10 06:39:18.968810,291.06,Unknown,Mobile,0
T_1000213,C_00449,2024-11-18 01:47:12.544340,363.54,London,Emulator,1
T_1000214,C_00497,2024-06-15 05:32:58.615939,27.09,San Francisco,Mobile,0
T_1000215,C_00706,2024-11-06 02:40:05.643204,31.06,San Francisco,Mobile,0
T_1000216,C_00442,2024-12-20 17:26:06.218934,47.25,Unknown,Desktop,0
T_1000217,C_00844,2024-06-03 15:15:15.160166,244.96,New York,Desktop,0
T_1000218,C_00201,2024-09-16 22:50:08.796622,201.42,New York,Mobile,0
T_1000219,C_00974,2024-12-06 04:20:13.545844,135.63,London,Desktop,0
T_1000220,C_00061,2024-09-22 00:52:00.062884,73.27,San Francisco,Mobile,0
T_1000221,C_00417,2024-07-16 16:00:24.364078,118.11,Unknown,Tablet,0
T_1000222,C_00090,2024-12-08 10:25:52.516649,19.39,London,Desktop,0
T_1000223,C_00780,2024-11-21 18:56:51.160993,289.97,New York,Mobile,0
T_1000224,C_00600,2024-04-26 18:46:18.926707,273.41,London,Desktop,0
T_1000225,C_00628,2024-08-03 12:49:22.732826,277.13,San Francisco,Desktop,0
T_1000226,C_00062,2024-12-04 14:06:04.001344,39.32,New York,Mobile,0
T_1000227,C_00631,2024-04-01 08:32:11.387669,187.74,Tokyo,Desktop,0
T_1000228,C_00356,2024-10-18 13:29:57.916467,9.91,New York,Mobile,0
T_1000229,C_00769,2024-01-30 09:44:03.160693,256.1,Unknown,Mobile,0
T_1000230,C_00520,2024-03-17 03:57:42.752089,225.93,London,Tablet,0
T_1000231,C_00762,2024-06-17 08:58:47.898863,38.38,London,Desktop,0
T_1000232,C_00362,2024-03-10 02:47:55.659893,638.23,Unknown,Emulator,1
T_1000233,C_00681,2024-09-14 17:56:17.033181,197.68,New York,Tablet,0
T_1000234,C_00683,2024-06-26 21:33:18.476383,27.76,Mumbai,Mobile,0
T_1000235,C_00595,2024-07-25 02:20:01.322521,123.16,Tokyo,Mobile,0
T_1000236,C_00782,2024-07-17 03:42:14.515443,52.69,Tokyo,Tablet,0
T_1000237,C_00672,2024-04-10 14:53:45.253092,130.55,San Francisco,Tablet,0
T_1000238,C_00289,2024-11-23 15:00:25.847903,3180.28,Tokyo,Mobile,1
T_1000239,C_00239,2024-09-14 07:14:39.246642,128.65,Mumbai,Tablet,0
T_1000240,C_00910,2024-12-19 13:25:57.103097,242.09,Tokyo,Mobile,0
T_1000241,C_00818,2024-02-15 02:29:35.897561,172.47,Tokyo,Tablet,0
T_1000242,C_00893,2024-11-12 15:56:37.250429,13.82,San Francisco,Desktop,0
T_1000243,C_00831,2024-09-02 15:39:42.506160,158.97,New York,Mobile,0
T_1000244,C_00522,2024-11-11 13:12:24.211877,213.12,New York,Desktop,0
T_1000245,C_00950,2024-07-30 15:30:06.725204,189.86,Tokyo,Tablet,0
T_1000246,C_00192,2024-07-23 16:13:23.142946,4481.25,San Francisco,Desktop,1
T_1000247,C_00984,2024-03-01 22:47:34.883204,179.79,London,Mobile,0
T_1000248,C_00459,2024-07-09 10:13:02.328352,203.79,Unknown,Desktop,0
T_1000249,C_00770,2024-12-22 17:53:50.185329,125.63,Mumbai,Mobile,0
T_1000250,C_00278,2024-06-25 08:04:04.310509,86.96,Mumbai,Tablet,0
T_1000251,C_00613,2024-12-18 20:42:09.547796,17.42,Unknown,Desktop,0
T_1000252,C_00894,2024-04-19 05:19:10.665551,273.62,San Francisco,Desktop,0
T_1000253,C_00849,2024-02-24 23:17:57.591379,131.96,San Francisco,Tablet,0
T_1000254,C_00345,2024-01-19 08:03:43.315137,114.75,Tokyo,Tablet,0
T_1000255,C_00131,2024-01-26 12:24:01.544669,154.82,San Francisco,Tablet,0
T_1000256,C_00957,2024-11-30 15:32:39.766125,106.68,Unknown,Mobile,0
T_1000257,C_00110,2024-10-07 22:17:10.734851,991.52,Unknown,Desktop,1
T_1000258,C_00599,2024-08-25 11:38:31.341612,331.93,San Francisco,Emulator,1
T_1000259,C_00909,2024-06-29 01:25:45.806535,263.17,Unknown,Tablet,0
T_1000260,C_00422,2024-12-05 08:14:08.934188,244.39,Mumbai,Mobile,0
T_1000261,C_00874,2024-03-25 10:28:31.961984,115.79,Tokyo,Mobile,0
T_1000262,C_00054,2024-04-25 03:10:11.573187,171.51,New York,Mobile,0
T_1000263,C_00718,2024-12-09 02:00:09.105082,221.02,Mumbai,Mobile,0
T_1000264,C_00749,2024-09-11 18:10:50.732883,133.97,New York,Mobile,0
T_1000265,C_00918,2024-06-10 00:37:44.211722,113.86,New York,Mobile,0
T_1000266,C_00650,2024-01-24 12:13:52.275426,31.15,Unknown,Tablet,0
T_1000267,C_00329,2024-12-05 03:28:04.805275,294.68,New York,Mobile,0
T_1000268,C_00125,2024-01-17 04:01:37.558445,282.34,Mumbai,Tablet,0
T_1000269,C_00619,2024-12-22 22:52:29.336669,118.39,New York,Mobile,0
T_1000270,C_00518,2024-01-04 18:49:41.569066,210.65,Unknown,Mobile,0
T_1000271,C_00786,2024-06-19 07:02:39.529267,230.03,New York,Tablet,0
T_1000272,C_00008,2024-06-04 08:02:54.500513,170.79,London,Desktop,0
T_1000273,C_00772,2024-07-25 03:28:00.785759,145.29,New York,Tablet,0
T_1000274,C_00906,2024-06-09 21:15:55.540892,69.71,Mumbai,Desktop,0
T_1000275,C_00146,2024-10-06 14:33:33.692799,201.27,Mumbai,Mobile,0
T_1000276,C_00774,2024-07-17 07:40:08.132789,1681.4,Unknown,Tablet,1
T_1000277,C_00542,2024-04-02 03:37:02.024886,208.38,Tokyo,Tablet,0
T_1000278,C_00445,2024-02-29 00:59:22.507552,252.38,New York,Desktop,0
T_1000279,C_00545,2024-04-09 16:36:05.316785,264.41,New York,Tablet,0
T_1000280,C_00164,2024-07-01 04:24:45.093333,216.89,New York,Desktop,0
T_1000281,C_00291,2024-07-26 23:26:06.822914,50.48,Tokyo,Tablet,0
T_1000282,C_00920,2024-04-28 04:22:20.672447,258.71,Mumbai,Desktop,0
T_1000283,C_00558,2024-03-17 06:29:37.614216,280.29,New York,Mobile,0
T_1000284,C_00151,2024-12-21 23:45:47.444357,218.38,Tokyo,Desktop,0
T_1000285,C_00832,2024-12-11 22:09:18.258575,161.28,Tokyo,Tablet,0
T_1000286,C_00673,2024-09-12 11:51:14.567407,164.29,London,Mobile,0
T_1000287,C_00999,2024-11-15 08:47:34.553759,59.53,Unknown,Desktop,0
T_1000288,C_00800,2024-07-28 00:19:28.127330,83.15,London,Tablet,0
T_1000289,C_00258,2024-09-10 23:19:11.615640,183.43,New York,Desktop,0
T_1000290,C_00398,2024-09-17 09:18:20.733909,179.58,London,Desktop,0
T_1000291,C_00372,2024-02-07 22:28:04.942853,183.89,Tokyo,Tablet,0
T_1000292,C_00607,2024-01-18 08:26:04.345616,239.91,Mumbai,Tablet,0
T_1000293,C_00728,2024-05-21 20:41:47.647251,227.73,San Francisco,Desktop,0
T_1000294,C_00283,2024-08-11 23:00:38.192764,109.87,Unknown,Mobile,0
T_1000295,C_00077,2024-10-12 11:04:50.057418,297.61,San Francisco,Tablet,0
T_1000296,C_00405,2024-10-13 07:13:37.360287,1074.73,Unknown,Tablet,1
T_1000297,C_00529,2024-01-15 07:46:39.305735,131.09,New York,Desktop,0
T_1000298,C_00223,2024-11-05 13:07:18.089200,40.59,New York,Mobile,0
T_1000299,C_00228,2024-12-20 02:37:13.901837,65.08,San Francisco,Desktop,0
T_1000300,C_00514,2024-12-08 09:08:06.409940,57.12,Unknown,Mobile,0
T_1000301,C_00734,2024-02-01 15:43:27.220308,33.35,Mumbai,Tablet,0
T_1000302,C_00719,2024-05-15 06:41:27.786301,11.61,San Francisco,Desktop,0
T_1000303,C_00852,2024-10-12 17:27:36.349927,39.04,Unknown,Desktop,0
T_1000304,C_00751,2024-08-30 20:01:31.069573,278.51,New York,Mobile,0
T_1000305,C_00925,2024-01-20 22:01:09.994302,88.93,London,Tablet,0
T_1000306,C_00250,2024-10-05 10:05:55.654100,280.9,Mumbai,Mobile,0
T_1000307,C_00965,2024-10-26 08:30:37.232243,244.33,Unknown,Desktop,0
T_1000308,C_00865,2024-09-06 16:29:02.215130,77.05,Unknown,Desktop,0
T_1000309,C_00088,2024-10-09 16:34:29.870809,203.55,New York,Desktop,0
T_1000310,C_00974,2024-02-18 13:09:47.660030,274.71,Mumbai,Desktop,0
T_1000311,C_00487,2024-06-05 03:25:34.499988,268.45,Unknown,Mobile,0
T_1000312,C_00440,2024-02-21 12:51:12.497991,161.04,London,Tablet,0
T_1000313,C_00144,2024-03-14 10:42:53.698857,10.76,Tokyo,Mobile,0
T_1000314,C_00880,2024-11-10 01:33:35.124485,249.26,Unknown,Tablet,1
T_1000315,C_00944,2024-11-25 07:34:01.163413,266.61,Tokyo,Mobile,0
T_1000316,C_00673,2024-01-24 17:15:27.691321,849.63,Unknown,Mobile,1
T_1000317,C_00553,2024-02-27 05:22:02.925199,173.79,Unknown,Mobile,0
T_1000318,C_00886,2024-02-27 07:40:20.511533,113.07,Mumbai,Desktop,0
T_1000319,C_00685,2024-08-25 21:38:19.881649,204.92,London,Tablet,0
T_1000320,C_00460,2024-01-10 19:45:22.739009,296.84,Tokyo,Emulator,1
T_1000321,C_00259,2024-03-30 06:45:59.948692,252.5,San Francisco,Mobile,0
T_1000322,C_00899,2024-07-09 17:00:30.034134,18.17,Tokyo,Tablet,0
T_1000323,C_00148,2024-12-18 14:51:18.750772,111.29,Mumbai,Mobile,0
T_1000324,C_00164,2024-03-27 23:41:58.471102,220.65,New York,Desktop,0
T_1000325,C_00242,2024-10-09 23:40:01.021141,151.08,Mumbai,Tablet,0
